NAS,CLT,1176413
SJD,LAX,1465810
FCO,VCE,411260
LIS,EWR,5446739
BCN,NCL,1552777
LIS,CDG,1470904
DEN,TUS,1027988
IAH,CAE,1412658
ORD,LHR,6361433
YYZ,STL,1052649
BCN,MIA,7559009
DFW,PVR,1579599
MIA,JAX,538724
ROC,DCA,476840
EMA,FAO,1832231
FRA,FAO,1958867
TUN,MAD,1265051
HER,LTN,2735899
TFS,EDI,3273976
IAD,YUL,786914
OKC,ORD,1114980
TPA,EWR,1605098
DFW,BHM,961064
LIS,MAD,514369
TFS,BHX,2976086
NCE,YUL,6145677
CDG,KRK,1250078
NAP,NCE,659595
BRU,IAD,6263332
LHR,SFO,8638229
SFO,PVG,9897913
VKO,CUN,10023113
DEN,DFW,1031943
LIT,DFW,489773
PHX,DCA,3184485
AMS,AUH,5196397
TUN,PMO,292774
KEF,LTN,1866451
DTW,ORD,377372
IAH,TYS,1241541
PDX,LAX,1341483
NRT,CMB,6896812
CLT,GIG,7553754
HKG,SFO,11147131
ORD,PIT,663783
YHZ,DCA,1305162
SIN,CNX,2003313
DFW,AMA,502002
LGA,GSO,741370
PHL,LIS,5564341
PUJ,LGW,6903602
MCO,YUL,2005436
BUD,LGW,1468562
MXP,ATH,1522517
ATL,DEN,1930018
EWR,LIM,5843832
JFK,DUB,5116571
PHX,LAX,595615
CLT,HTS,378376
JFK,CLE,683917
ORD,RSW,1802911
AGP,SVO,3788083
LPA,LTN,2939022
SGN,SIN,1087586
AYT,LGW,2912998
ANC,DEN,3870988
EWR,SDF,1033495
LAX,HND,8831405
PUJ,ORD,3187901
DME,HER,2434082
CLT,SYR,970851
ORY,BJV,2408377
BRS,AGP,1640317
LTN,BUD,1494933
BOG,MIA,2424309
FLL,IAD,1449577
LAX,MUC,9638410
SFO,YYC,1638236
VKO,EVN,1795925
MIA,ORD,1926485
RSW,CLT,965210
BRS,PMI,1381459
LIS,ORY,1438178
AMS,MXP,797047
LGW,SKG,2138231
SKG,ATH,298859
EWR,IAD,341831
ICT,LAX,1935738
PHL,ORD,1090918
HKG,BKK,1688538
CLT,CVG,539018
FRA,IST,1867309
ORD,DAY,386562
YHZ,PHL,1113434
GLA,YYZ,5299140
BOH,TFS,2812979
DXB,LIS,6148629
SIN,NKG,3709223
LGW,FCO,1407460
DEN,LGA,2606361
IAH,ACA,1532386
DOK,IST,1059373
CHA,DCA,841246
FWA,ORD,252094
MUC,LIS,1986970
TLH,DCA,1152122
HER,LGW,2683021
OPO,LIS,276635
AGP,BSL,1564269
LGW,GVA,715839
DME,SVX,1426722
EWR,GVA,6241485
JAN,ORD,1089988
PUJ,IAD,2423504
DME,GOI,5397698
CLT,SXM,2593807
LAX,BOS,4202210
PHL,SAV,1012939
SVO,BCN,3023862
GLA,ALC,1976719
SCQ,GVA,1209994
DEN,FLL,2740780
IAD,VIE,7183990
ORD,AUS,1573385
TUL,IAD,1653600
DFW,MOB,867777
MEM,ORD,790811
PER,SYD,3284035
GVA,MAN,993939
SXF,BRS,1121483
CMH,IAD,482083
GUM,NRT,2507486
MCI,IAD,1490707
VKO,AYT,2134468
DCA,JFK,342613
LEX,CLT,453179
BOD,AGP,959857
AYT,BRS,3088069
CPH,SXF,364838
NAP,GVA,888277
GRU,ORD,8404094
LHR,EWR,5576626
SEA,ORD,2768975
JFK,CDG,5849320
ORD,RST,431889
YUL,DCA,783836
LGW,PFO,3190504
MAD,LIS,514369
BCN,SXF,1506067
LGW,VIE,1253966
LED,SVX,1807289
DFW,YYZ,1929971
PEK,LAX,10059250
BKK,DME,7060589
CLT,MIA,1046279
JFK,CVG,947890
ORD,SEA,2768975
MAD,FCO,1333851
NBE,EMA,2077902
PUJ,YYZ,2977659
CDG,NAP,1291075
ORY,NAP,1281719
DCA,ORD,984627
IAD,PTY,3314795
YUL,BOS,409084
ANC,PHX,4106110
RSW,PHL,1597679
AYT,LGW,2912998
LGW,LIS,1542287
AYT,BRS,3088069
LIS,CMN,616618
AGP,MAN,1861588
SVX,DME,1426722
EWR,DUB,5138100
JED,ADD,1406039
PIT,YYZ,357340
DME,ALA,3088615
CLT,SAV,343174
JFK,BNA,1231884
ORD,MIA,1926485
TYS,ORD,763912
LTN,LPA,2939022
TER,OPO,1592847
BCN,MXP,721605
LIS,BRS,1487343
DEN,TPA,2424433
ORD,LEX,520408
YYC,SFO,1638236
BOG,FLL,2450090
MIA,SXM,1969240
SEA,DFW,2671008
LIS,GRU,7910869
HAM,MAN,813498
TLS,CDG,605349
DKR,BRU,4470212
IAH,PBI,1537729
CAE,DCA,656590
LBA,TFS,3115667
LGW,BRU,329070
AER,DME,1338174
PUJ,EWR,2514687
DME,MSQ,659154
CMH,ORD,475624
LAX,LHR,8780646
PHL,YOW,606496
NAP,GOA,594318
LGW,PFO,3190504
TUN,IST,1672221
GVA,SCQ,1209994
SXF,TFS,3672589
DEN,PIA,1275816
IAH,CRW,1569406
ORD,IAH,1488809
ZRH,NBO,6068290
AUS,LAX,1998049
DFW,PBI,1774213
SDF,DFW,1179153
PDL,BOS,3853870
BCN,NCE,497104
EMA,NBE,2077902
LHR,TUN,1831294
STN,MUC,913361
CLE,RSW,1650078
MSY,EWR,1878276
SYD,MEL,705927
MIA,BNA,1297029
PHX,PIT,2918884
BNE,AKL,2297838
BRU,LIS,1718675
TUN,DXB,4451569
FCO,ATH,1087546
STN,PRG,1002803
DEN,ORD,1429525
IAH,FRA,8419429
ORD,ORF,1153416
IST,DOK,1059373
CAE,CLT,142384
GDL,DFW,1505658
ORD,SJD,2908125
BKK,MAA,2229980
PFO,LGW,3190504
YUL,FCO,6602615
CDG,BRS,459201
CAE,ORD,1072438
HAM,EWR,6154259
SFO,LAS,666250
LHR,VKO,2510640
LAX,PEK,10059250
NCL,NBE,2302751
SIN,SGN,1087586
CTA,GVA,1224026
NAP,LPL,1889657
BNA,ORD,658497
EWR,ROC,396347
JFK,GVA,6217677
PVR,SFO,2501202
DME,KUF,821549
CLT,MGM,599391
IND,JFK,1069952
ORD,LEX,520408
YUL,JFK,536681
BLR,SIN,3179635
BOD,LTN,783958
LPL,SXF,1105455
SVX,EVN,2196199
EWR,NAS,1762889
IND,IAD,766572
PEK,EWR,10993305
CMB,HRI,169172
BOS,RIC,762713
DUS,ORD,6807343
MOB,DFW,867777
SEA,CLT,3667919
BRS,ALC,1465661
BOD,LIS,968929
MXP,TUN,983065
HAM,CTA,1838520
TLL,LGW,1821073
IAD,SEA,3710713
ORD,GRU,8404094
BOI,PHX,1182545
DFW,YEG,2622978
MUC,PHL,6648744
SMF,PHX,1040937
OPO,MXP,1487528
BOD,AMS,924260
LTN,TLV,3605134
FRA,IAD,6566338
LIM,MIA,4197576
SFO,NRT,8246269
TSE,DME,2270780
DCA,SAV,836061
LAX,SJD,1465810
PHL,ZRH,6476977
BOD,PMO,1366337
HER,BHX,2850079
BCN,TUN,860120
LTN,DLM,2841609
AMS,YYZ,6006888
BSL,LIS,1665516
MXP,HER,1797026
CID,DEN,1114360
GYD,FRA,3377513
MIA,EWR,1746988
SJU,EWR,2587587
LIS,BRU,1718675
PHL,SJU,2536372
TFN,BCN,2195199
AYT,LGW,2912998
YUL,LGW,5261147
CTA,BSL,1282224
NAP,HAM,1453118
BFS,EWR,5112327
EWR,RDU,669807
LAX,COS,1341351
PVR,LAX,1959521
CLT,PHL,721610
JFK,YYZ,589430
PBI,ORD,1840569
SZX,SIN,2583678
BFS,NCL,293626
BOS,YUL,409084
FLL,MCO,285148
LAX,SJD,1465810
SAT,SFO,2385107
DME,TFS,5266474
CVG,CLT,539018
PMI,EDI,1878138
LGW,YYZ,5755608
BRU,MXP,665131
GRB,ORD,279063
LEX,IAH,1332825
SMF,DEN,1463311
VKO,VIE,1641683
DFW,JFK,2238656
MIA,YYZ,1984935
SFO,AKL,10486986
DLM,STN,2804524
MXP,LIS,1654762
BFS,AGP,2002989
LPL,LCA,3508637
TLV,SVX,3394555
JFK,SFO,4161868
RDU,IAH,1677620
DLM,DME,2190049
CLT,LHR,6424434
HKG,SIN,2555450
ORD,MEM,790811
FCO,MAD,1333851
VCE,LGW,1119553
VRA,YHZ,2920937
DLM,BRS,2970319
LIS,ARN,3002192
ATH,LGW,2396548
LGW,OTP,2085144
DEN,RSW,2585537
IAH,DTW,1730152
ORD,YVR,2838650
CMB,BAH,3749758
CLT,EWR,850495
GSP,DFW,1387197
ONT,PHX,522377
VPS,DFW,1031475
LGW,FAO,1687120
RGN,SIN,1924218
AMS,LIS,1847468
LGW,PSA,1149513
AMS,ORD,6630375
EWR,PEK,10993305
LAS,SFO,666250
SAT,ORD,1676186
DME,SYX,7185583
DBQ,ORD,236391
LAX,SAN,175594
PHX,DSM,1849661
STN,PMI,1384362
TUN,VIE,1353900
STN,DLM,2804524
IAH,DAL,348374
ORD,FLL,1901990
YHZ,ORD,1993722
DFW,SDF,1179153
MIA,CUN,854526
PIT,ORD,663783
ATL,MEX,2141025
NAP,MAN,1862133
MUC,NBE,1368282
HER,SXF,2106445
TFS,MAN,3046144
DAY,CLE,261228
HNL,SFO,3859977
SJC,LAX,495557
VKO,SVX,1460774
DCA,YYZ,578163
LHR,MIA,7121207
PHL,RIC,318930
PMO,NAP,318061
LCA,LGW,3252507
YYZ,LGW,5755608
EDI,LGW,574397
NCL,BCN,1552777
CLE,EWR,650441
HKG,EWR,12979805
MCI,CLE,1116605
SFO,LHR,8638229
IST,VKO,1738740
CLT,SFO,3695374
JFK,YUL,536681
PBI,LGA,1665078
AGP,PMI,710226
PDL,OPO,1511873
BJV,BRS,2856257
LPL,BJV,2949935
ICN,JFK,11113583
PTY,MIA,1853265
DME,LED,668536
CLT,SMF,3611207
JNB,FRA,8658237
PDX,ORD,2799066
SDQ,MAD,6697943
PMI,LBA,1625602
YUL,TLS,5743546
EDI,CPH,1004058
PRG,MAN,1195244
ORD,DUB,5911772
YYZ,EWR,559709
BDL,MIA,1922220
DFW,SPI,1014371
MIA,SFO,4160182
SDF,DCA,762065
LIS,VIE,2309585
BCN,GVA,637523
LPL,NAP,1889657
AKL,SFO,10486986
EWR,PUJ,2514687
LAX,PIT,3437427
SAN,IAD,3625958
DCA,BOS,642183
LAS,DFW,1698185
PBI,CLT,949253
MAA,BKK,2229980
NCL,HER,3005297
SIN,DPS,1668395
BRS,FCO,1559582
LTN,KEF,1866451
DUS,EWR,6054806
ORD,SJU,3334108
LED,KBP,1053364
CDG,ORD,6682586
GSO,PHL,587780
ORD,CDG,6682586
SYR,PHL,366945
MRS,LIS,1309945
SIN,TSN,4397983
LGW,BUD,1468562
EWR,DCA,319616
ICN,SFO,9106147
ORD,ZRH,7150169
CMB,COK,504804
CLT,FRA,7075094
LPA,GLA,3224786
VIE,LIS,2309585
AMS,LGW,365748
LGW,PRG,1027469
EWR,MCO,1508613
JAN,IAH,564391
SFO,AUS,2419939
LED,VKO,626976
DCA,MCI,1527977
LGA,SDF,1059913
PHX,SAN,489593
AMS,LIS,1847468
DKR,JNB,6705779
IAH,MKE,1584048
ORD,SBN,135210
KBP,AYT,1493972
BOS,LGA,297068
DOH,BCN,4868789
SKG,ATH,298859
MFM,SIN,2525032
NBE,BRS,1997172
TUN,CAI,2099334
HAM,CPH,280385
TFS,SXF,3672589
DAY,DEN,1745773
IAD,DUB,5477906
YOW,LGA,525703
BCN,PHL,6315819
DFW,SJD,1647289
MIA,MSY,1085552
ROC,ORD,849377
BRS,LPA,2812179
LIS,BOD,968929
GVA,ORY,395294
TLS,BSL,651632
ORD,YYZ,702040
FRA,CMB,8069536
IAH,PHX,1623844
PHL,BGR,761002
TLV,ORY,3288915
DLM,STN,2804524
NCL,ALC,1864539
CLT,ORD,964512
IAD,CVG,624722
MSP,LAX,2470984
SHV,IAH,308837
VIE,DME,1672457
DFW,CLT,1506269
LHR,DOH,5247360
RUH,JED,852355
PMI,BHX,1474864
VRA,YUL,2584801
FAO,LPL,1856482
OPO,CDG,1232564
CDG,IAD,6213684
FRA,ATL,7425554
LAX,MCO,3568990
SDF,CLE,489778
HER,VKO,2432826
CMH,DFW,1490303
JFK,MIA,1753599
MAD,MXP,1150872
PSA,ORY,834876
BCN,YUL,5927129
BSL,BOD,705976
ATL,CLE,892396
EWR,ZRH,6349231
LAX,CLE,3303365
PVR,IAH,1433255
ALA,VKO,3132049
CLE,JFK,683917
GSO,MIA,1142967
ORD,BWI,1000129
SLC,PHX,816165
EMA,NBE,2077902
LIS,BCN,996185
LGW,BLQ,1128581
ORD,RDU,1039955
CMB,BKK,2393119
CHA,DFW,1118421
GSP,PHL,828293
ORD,CLE,507856
YUL,MIA,2260507
LGW,SKG,2138231
SIN,BKK,1409883
BRU,TLS,842085
MXP,CTA,1048839
CLE,CMH,180000
HNL,GUM,6117168
MIA,BOG,2424309
SMF,ORD,2866836
KMG,HKG,1161843
MCI,DCA,1527977
PHX,SEA,1781033
BNE,AKL,2297838
PFO,MAN,3416568
TUN,LHR,1831294
MAN,PUJ,6788539
LGW,ALC,1430032
DEN,SJD,1912953
IAH,MOB,686949
ORD,SEA,2768975
CMB,DXB,3285246
CLT,DAY,595344
GSO,CLT,133831
OKC,LAX,1910350
SLC,DFW,1591079
FAO,STN,1773967
LGW,EDI,574397
VIE,LGW,1253966
IAD,SAT,2191786
OKC,SFO,2226568
TUS,DEN,1027988
DFW,LIT,489773
MIA,CWB,6590178
PUJ,MIA,1466117
CDG,LAX,9124094
BRU,OPO,1475075
NBE,SXF,1827913
FCO,BEG,734042
STN,AGP,1730900
DEN,MCO,2488775
IAH,CMH,1586259
YVR,SEA,204586
BDL,DFW,2366945
CWL,AGP,1638353
GVA,OPO,1311349
CTU,HGH,1583346
GVA,CTA,1224026
SXF,CPH,364838
IAH,FLL,1553786
ORD,ROC,849377
FCO,CMB,7631421
CLT,JFK,870860
JFK,DUB,5116571
PHL,DCA,191809
PMI,BCN,201751
EDI,STN,510612
PRG,MXP,646425
DEN,BWI,2399472
IAD,MCI,1490707
NRT,DEN,9314085
YEG,IAH,2983768
DFW,DSM,1004055
MCI,DFW,740354
PIT,DFW,1717891
EMA,LCA,3393284
SIN,BKK,1409883
ORY,PRG,876021
EDI,ALC,1975338
BRU,HAJ,399246
EZE,IAH,8146948
LAX,SAT,1948030
VKO,LED,626976
DFW,BOG,3924087
LHR,ORD,6361433
PHL,ROA,499875
LGW,LCA,3252507
DUS,TUN,1627610
CPH,BRS,1120722
DEN,BNA,1631035
IAD,PHL,216750
ORD,BWI,1000129
YVR,PDX,403251
BDL,DCA,504012
SPS,DFW,181503
SIN,NGB,3653882
BRS,PSA,1303192
LTN,HER,2735899
AUS,EWR,2419833
EWR,YYT,1870076
LAX,PTY,4844071
SAN,LAX,175594
DME,PUJ,9309762
CRP,DFW,570045
JFK,LHR,5554540
ORD,RNO,2689805
YUL,AMM,8916879
LTN,PMI,1390509
BSL,CAG,934507
MAN,DLM,3028133
ABQ,ORD,1798900
EWR,CHS,1010693
IAH,RIC,1862229
PBI,EWR,1647116
CLE,PHL,584412
FWA,DFW,1382403
NCE,LIS,1471120
STL,PIT,891121
LTN,LCA,3293096
LIS,YYZ,5755010
AMS,BFS,773366
LGW,NCL,444348
FCO,SVX,3801723
IAH,MUC,8717862
ORD,MSY,1346544
YYZ,PHL,558239
AGS,DCA,752588
DFW,MSP,1370668
MIA,IAD,1482386
PUJ,CLT,2223407
ATL,SJD,2727497
FCO,SKG,910344
PMO,ORY,1455775
CLE,SDF,489778
IAD,BRU,6263332
NAS,EWR,1762889
TPA,IAH,1267236
MIA,MVD,7181758
ROC,PHL,413795
BRS,PFO,3364723
LIS,HAM,2199965
ALC,GLA,1976719
LGW,SCQ,1108676
ANC,SEA,2331055
LAX,IAD,3682125
SAV,IAD,828927
CVG,DFW,1306158
JFK,GRU,7636241
PHL,DUB,5266590
MAD,JFK,5775437
PMI,STN,1384362
YVR,CUN,4475778
ZAG,IST,1159123
NRT,ICN,1259635
TPE,SIN,3213157
LGW,MUC,916055
PHX,CLE,2796146
AER,DME,1338174
CLT,ORF,466101
IST,LAX,11057923
ORD,ICT,946051
TPA,PHX,2877844
LGW,MLA,2063591
OTP,LIS,2979388
ATH,FCO,1087546
LGW,TLL,1821073
FRU,DME,2949906
IAH,DFW,360938
YUL,SFO,4085707
BHM,CLT,564744
DFW,SGF,586032
MIA,RDU,1127198
SAV,DCA,836061
LIS,BOS,5136947
TUN,ORY,1465886
GVA,PMI,791961
SXF,SKG,1502120
DEN,YVR,1792376
ORD,MEM,790811
BTR,DFW,616460
HER,BHX,2850079
LIS,MUC,1986970
SXM,ORY,6728003
LCA,MXP,2416938
VCE,BSL,436287
EDI,EWR,5258705
IAH,ORF,1933179
LAX,BNA,2892652
PHL,SAT,2407061
GVA,HER,2005047
SXF,HER,2106445
IAH,BHM,904653
ORD,DUS,6807343
YYZ,IAD,556211
ABQ,LAX,1089899
DFW,MIA,1803879
SAN,PHX,489593
OPO,FCO,1743823
ATH,GVA,1734010
BHX,AYT,3065502
FCO,PRG,935105
PMO,MXP,903310
GSP,CLE,723995
MIA,ORD,1926485
SLC,SFO,963758
DFW,ICT,528558
MCO,ORD,1617438
ACC,LIS,3784214
TIP,TUN,536444
EDI,PFO,3600883
PRG,EDI,1344894
DEN,MCI,857479
JUB,KRT,1190053
BTR,CLT,1086280
FCO,ATH,1087546
ORD,PHL,1090918
YVR,DFW,2822116
TLS,YUL,5743546
BUD,BSL,882556
MXP,AGP,1487053
GUM,HKG,3407270
LIT,DEN,1240470
SFO,COS,1551027
LCA,LED,2781871
LAX,GRU,9907363
PHL,AMS,6013032
HAV,MAD,7474125
SIN,HAN,2207066
CDG,EDI,869771
MXP,LUX,482801
BHM,DEN,1742840
IND,SFO,3127534
PTY,LAX,4844071
CLT,IAH,1468872
IAH,DOH,12952347
VPS,DCA,1270553
NCL,FAO,2059316
TER,LIS,1557840
BFS,EDI,230867
LPL,AGP,1855745
PEK,SVX,4375316
EWR,LHR,5576626
IAH,YVR,3171482
ORD,YOW,1053386
CAN,BKK,1704526
BOG,DFW,3924087
SAV,CLT,343174
BHX,BJV,2841526
TFS,LGW,2910653
LIS,TUN,1715085
GVA,NCE,299689
SXF,ORY,888164
DAY,EWR,858546
IAD,ORD,947332
ORD,DAY,386562
YYZ,BDL,599947
BHM,PHL,1242535
MSN,ORD,174592
SIN,AMS,10517338
EXT,PMI,1332503
MUC,LIS,1986970
BFS,STN,529216
LTN,DTM,552932
BOS,ZRH,6026517
FLL,ORD,1901990
LGA,CLE,673655
SFO,IAH,2631586
NBE,DME,2993296
DCA,MIA,1479893
PHL,SDF,927580
CUN,MAN,7805411
MEL,PER,2706038
CUN,LGW,7988462
SXF,LPL,1105455
DEN,IND,1571528
IAH,CVG,1402102
ORD,JAN,1089988
CDG,ATH,2111808
EWR,OPO,5374446
MIA,SSA,6245821
SDF,ORD,461093
LIS,AGP,470806
VIE,TUN,1353900
HER,MAN,2932699
SXF,MXP,828066
DAL,IAH,348374
IAD,DFW,1885703
MSP,YYZ,1091884
SLC,IAH,1923319
DFW,COS,952731
MCO,JFK,1519224
PHX,ORD,2317278
AKL,BNE,2297838
MAN,LPA,3021908
SYD,MEL,705927
CPH,BSL,960590
ORY,GVA,395294
DEN,BOI,1044309
IAD,PHX,3148242
MSY,YYZ,1786709
STL,IAD,1120395
ALC,GLA,1976719
TFS,STN,2994982
SXF,NBE,1827913
FCO,AMS,1297272
PMI,BSL,972813
ORD,HKG,12542698
IAH,PHL,2131652
ORF,DFW,1951219
LIS,MAD,514369
NBE,LGW,1877133
YUL,VCE,6375960
CDG,NCE,694879
NCE,STN,1052639
COS,IAH,1301639
MKE,IAH,1584048
STL,SFO,2792548
PUJ,DME,9309762
DCA,SDF,762065
LGA,DCA,345115
AGP,NCL,2052165
FRA,OPO,1653439
TUN,BOD,1277089
MLA,ORY,1739383
SIN,SUB,1373151
CDG,GLA,897891
MXP,MAD,1150872
BHM,IAH,904653
EWR,ORD,1157371
LAS,IAH,1965841
SFO,ABQ,1442364
LED,NBE,2998578
DCA,LAS,3361375
PHL,CMH,653900
STN,DLM,2804524
BSL,SCQ,1353007
MXP,CDG,599276
CLE,TPA,1491869
IAD,CDG,6213684
MSY,SFO,3074956
SYR,ORD,976430
HND,HKG,2904232
DFW,MEX,1505031
MSP,MIA,2415218
SFO,CLT,3695374
LGW,LCA,3252507
ORY,LIS,1438178
BFS,BRS,433329
LIS,AMS,1847468
KUF,DME,821549
EWR,MXP,6453385
JNB,DKR,6705779
PVR,DEN,2127235
AGP,VKO,3766890
CLT,PDX,3672329
IAD,LAX,3682125
ORD,DSM,481342
STL,LGA,1429259
BOD,NCE,646460
LTN,ALC,1510652
DSM,DEN,948184
IAH,HSV,957010
ORD,PWM,1448203
BOG,MCO,2733180
DFW,VPS,1031475
MIA,RIC,1328652
SEA,MIA,4383858
GLA,DLM,3275658
LIS,DME,3921939
LGW,BCN,1108749
VCE,SXF,769291
DEN,STL,1238508
IAH,DEN,1386654
ORD,COS,1466275
VIE,LED,1574699
NAS,PBI,320363
DFW,FLL,1800777
MEX,DFW,1505031
PHX,ONT,522377
PMO,BRI,455315
YUL,MCO,2005436
EDI,AMS,668010
NCL,LGW,444348
CDG,SFO,8984976
GSP,EWR,956657
MCI,ORD,648119
SJD,DEN,1912953
VKO,TLV,2626552
DFW,CUN,1654622
MIA,BOG,2424309
ADB,MAN,2801345
FCO,OPO,1743823
GMP,CJU,449829
DME,UFA,1150998
EWR,DEN,2582895
JAX,IAH,1314618
PIT,IAH,1798110
CLT,NAS,1176413
ICN,SFO,9106147
ORF,PHL,340965
BCN,TFN,2195199
NCL,AGP,2052165
ATH,YUL,7651108
MAN,VCE,1369385
YUL,CDG,5539525
CDG,BLQ,831711
NCE,CDG,694879
CLE,MSP,1001063
IAD,ATL,859234
MSP,IAD,1461406
TLH,TPA,321300
CNX,HKG,1607023
DFW,LFT,564701
MCI,PHX,1679681
PHX,GDL,1669533
BRI,CTA,433055
LCA,MAN,3473785
YYZ,LIS,5755010
EDI,LIS,1956107
NCL,BFS,293626
BOS,IAD,664395
FLL,DEN,2740780
LAX,RNO,628461
JFK,VKO,7521570
CMH,CLT,558117
LAX,IAD,3682125
PHL,CHS,885190
ORY,MAD,1027841
ORY,CTA,1618658
LIS,YYZ,5755010
BRS,AMS,525617
BWI,ORD,1000129
GCM,IAD,2210496
LIM,EWR,5843832
SFO,BOI,840359
LGW,MCO,7004994
DCA,DTW,652071
TFS,CWL,2819888
MLA,MAN,2342713
CLE,BUF,308487
MEM,DEN,1403860
SYR,IAD,476426
MVD,MIA,7181758
SJU,JFK,2571046
HER,ORY,2388384
YYZ,OPO,5657088
BOD,BRS,743838
LTN,VCE,1171458
BDL,YUL,401537
EWR,YOW,528680
LAX,IAH,2219215
SEA,EWR,3864868
CLT,RSW,965210
IST,IAD,8433633
ORD,STL,415256
MAD,TFN,1771467
DSA,PMI,1574284
YYC,AMS,7190228
GLA,LPA,3224786
LIS,MAN,1702572
BFS,LGW,562576
LIS,EDI,1956107
PRG,SVX,3116098
DFW,SFO,2356680
PEK,JFK,11003766
DME,CMB,6503987
CLT,MHT,1186382
IND,LAX,2919042
ORD,EWR,1157371
ZRH,IST,1765767
LPA,LGW,2876614
SUB,SIN,1373151
BEG,FCO,734042
LIS,LTN,1606581
BCN,EWR,6192379
LAX,NRT,8772757
SFO,HKG,11147131
LGW,DME,2551468
DCA,MCO,1221659
LGA,STL,1429259
PHX,SAT,1356218
AGP,GLA,2133873
CMN,LIS,616618
HER,GVA,2005047
DEN,SMF,1463311
IAH,LIM,5042249
ORD,MSN,174592
YYC,IAH,2812079
BOS,PHX,3701462
DOH,MAN,5415377
RDU,JFK,686463
BHX,ALC,1577726
TFS,EMA,3026673
TUN,MRS,846423
VRN,LGW,1039999
IAD,DTW,617026
MSY,DEN,1708700
SYD,LAX,12050713
DFW,CRP,570045
MAN,ORD,6157147
PHX,CMH,2688201
AKL,MEL,2643563
BEY,TUN,2314159
FCO,NCE,460794
PSA,ORY,834876
CMH,CLE,180000
MIA,IAH,1551545
SFO,SNA,598188
MAN,LHR,243142
CUN,BOS,2792227
LAX,HNL,4113181
MAD,BRU,1313967
MAN,PFO,3416568
COK,SIN,3204207
BRS,GVA,863647
LTN,MXP,962739
AMA,IAH,832660
EWR,GRU,7656468
KIX,SFO,8711384
SAT,EWR,2525294
DWC,KUF,3203554
CUN,ORD,2324144
LAX,JFK,3982940
PHL,CUN,2363328
TFS,LBA,3115667
FCO,BSL,743500
DEN,MEX,2326906
IAH,GIG,8072068
ORD,MHT,1356658
BOS,LAX,4202210
DTW,ORD,377372
MSP,PHX,2053559
SJC,DFW,2314890
GLA,ALC,1976719
PHX,DTW,2688881
NBE,NCL,2302751
AMS,YYC,7190228
BCN,CDG,858279
LGW,CPH,986818
STN,CAG,1561126
CVG,IAH,1402102
ORD,SDF,461093
YUL,GVA,5921809
UFA,DME,1150998
CVG,ORD,425494
HNL,AKL,7062941
PHX,MSP,2053559
PRG,BCN,1359565
GVA,MAD,1009855
NCL,BRS,412482
AUS,ORD,1573385
MXP,EWR,6453385
SFO,SYD,11936605
CDG,PHL,5999985
DFW,PTY,3202491
MAN,JFK,5376395
PHL,GSP,828293
AGP,TFN,1433805
GLA,TFS,3239704
BOS,PDL,3853870
SYD,BNE,750811
CAG,STN,1561126
LTN,BOD,783958
MCO,CLE,1441105
SFO,FRA,9171459
BKK,SVX,5853602
BZE,DFW,1913222
DFW,OKC,281722
MIA,BSB,5791612
PHL,MSY,1751665
CDG,GOT,1158027
OPO,PDL,1511873
BKK,SIN,1409883
FCO,GVA,696136
NCE,SXF,1076858
CHS,ORD,1223466
EWR,YQB,713400
ORD,ICT,946051
TSE,ALA,950943
NBE,SVO,3004219
FCO,PHL,7034617
MIA,CLT,1046279
AYT,BHX,3065502
FLL,YYZ,1953651
BCN,LTN,1190509
KRK,BSL,940017
PSA,LTN,1213901
BUF,CLE,308487
EWR,STL,1403701
IAH,SLC,1923319
ORD,AVL,862743
SIN,HKG,2555450
MAD,VKO,3407963
EWR,PHX,3432559
MIA,BCN,7559009
PHL,PUJ,2452306
AGP,MAD,431610
BFS,BHX,384343
LGW,AMS,365748
SCQ,BSL,1353007
CLE,MSY,1476097
FRA,LOS,4841121
JED,FRA,4131614
YHZ,EWR,987446
GSO,DCA,398987
MIA,MCO,309062
PHX,OAK,1039593
MEX,MAD,9080137
LPA,BRS,2812179
GRU,OPO,8155119
DME,TUN,2934837
EDI,MXP,1425967
MXP,BRI,819476
AMS,EWR,5884360
DEN,YEG,1640404
ORD,BRU,6693762
SJD,EWR,3845933
VKO,DLM,2194158
CMH,LGA,770344
IND,ORD,285473
MSP,CLT,1496785
PMO,TRN,901685
NBE,CWL,2024819
AGP,GLA,2133873
GVA,PRN,1254556
STN,AMS,313869
CLE,LAX,3303365
FRA,GYD,3377513
JFK,PTY,3541091
ORF,EWR,457057
YYZ,DTW,344617
VKO,MXP,2280433
JFK,AMM,9234743
ORD,CVG,425494
SDF,CLT,539669
DFW,DCA,1918284
LAX,SFO,543061
PEK,ORD,10587677
YVR,PHX,1979637
HRG,MAN,4148298
LIS,OTP,2979388
EDI,TFS,3273976
NAP,BRU,1345934
BKK,NRT,4649901
EWR,MSP,1622560
IAH,MLU,421264
OKC,DEN,796874
DFW,TLH,1234134
LIS,AMS,1847468
PHL,BUF,448644
TYS,LGA,1041955
CTA,CDG,1632227
MAD,EDI,1718717
KUF,EVN,1547500
IAD,BNA,872625
LBB,DEN,733269
PTY,LAS,4693124
ODS,KBP,435994
DCA,YUL,783836
JFK,ZRH,6326343
ORD,LAX,2807618
SEA,JFK,3896768
VRN,LGW,1039999
SIN,TRV,3102567
BFS,MAN,296293
LGW,BRI,1711119
CLE,STL,784127
